지점,지점명,일시,평균기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),평균지면온도(°C)
156,광주,Apr-23,14.7,64,66.5,1.4,4.8,17.7
156,광주,May-23,19.4,74,190.1,1.2,5.9,23
156,광주,Jun-23,23.4,80,441.2,1.1,6.2,27.7
156,광주,Jul-23,26.3,94,684.6,1.3,7.7,28.5
156,광주,Aug-23,27.3,90,341.2,1,5.5,31
156,광주,Sep-23,23.8,88,152.5,1,6.1,26.5
156,광주,Oct-23,16.6,76,11.5,0.9,4,19.8
156,광주,Nov-23,9.9,75,71.9,1.3,4.8,10.8
156,광주,Dec-23,4.8,83,80.2,1.2,6,5.9
156,광주,Jan-24,3,75,31.1,1.2,5.3,4.1
156,광주,Feb-24,6.1,83,111.3,1.3,6.4,7
156,광주,Mar-24,8.2,71,79.5,1.5,4.6,10.8
156,광주,Apr-24,16.6,76,79.6,1.2,5.9,20.2
156,광주,May-24,19.2,73,102,1.4,4,25.4
156,광주,Jun-24,23.8,77,149.1,1.3,6.1,30.3
156,광주,Jul-24,26.9,87,250.4,1.9,7.4,29.4
156,광주,Aug-24,28.5,76,132.1,1.3,4.3,31.8
156,광주,Sep-24,26.3,75,181.4,1.1,5,29.7
156,광주,Oct-24,17.7,75,98.2,1.2,5.8,18.9
156,광주,Nov-24,11.5,68,66.5,1.3,4.8,11.5
156,광주,Dec-24,3.8,67,9.8,1.2,5.1,3.6
156,광주,Jan-25,1.9,68,19,1.2,4.2,2.6
156,광주,Feb-25,1.1,65,25.7,1.5,4.7,3
156,광주,Mar-25,9.3,60,34.2,1.7,4.9,10.9
156,광주,Apr-25,14.6,60,56.2,1.7,4.4,18.6
156,광주,May-25,18.2,68,102.8,1.4,5.4,21.6
156,광주,Jun-25,24,71,246.4,1.6,5.7,29
156,광주,Jul-25,28.2,73,622.8,1.6,4.9,33.6
156,광주,Aug-25,27.7,80,432.6,1.2,5.8,31.1
156,광주,Sep-25,24.1,81,238.7,1.3,6.9,26.4
156,광주,Oct-25,18.4,77,132.4,1.1,5.8,20.2
156,광주,Nov-25,10.6,68,32.8,1.2,3.6,10.7
156,광주,Dec-25,4.6,64,31,1.8,4.4,4.7
156,광주,Jan-26,0.5,59,4.1,1.7,4.1,2
156,광주,Feb-26,4.1,65,24.7,1.6,3.9,5
156,광주,Mar-26,9.2,60,96,1.8,4.1,11.2
156,광주,Apr-26,15.3,61,93.9,1.9,6.1,17.4
156,광주,May-26,,,17.2,,,
159,부산,May-22,19,60,5.4,3.2,4,25.1
159,부산,Jun-22,21.7,84,152,4.3,6.3,26.9
159,부산,Jul-22,26.2,84,145,2.6,6.1,31
159,부산,Aug-22,26.4,81,176.7,3.7,6.7,31.1
159,부산,Sep-22,22.9,76,162.4,3,6.7,26.2
159,부산,Oct-22,17.6,64,9.7,3.1,4.2,21.4
159,부산,Nov-22,14.4,57,61.3,2.7,3.5,16.2
159,부산,Dec-22,3.3,44,21.4,3.3,2.9,6.1
159,부산,Jan-23,3.8,49,79.2,3.2,2.5,6.3
159,부산,Feb-23,6.8,56,30,3,4.5,10.9
159,부산,Mar-23,12.3,62,76.2,3.3,4.3,17.2
159,부산,Apr-23,14.6,67,101.6,3.8,4.6,19.9
159,부산,May-23,17.9,73,290.7,3,6,23.2
159,부산,Jun-23,22.5,72,153.9,3.2,6.3,27.2
159,부산,Jul-23,25.5,81,701.7,3.5,7,29.1
159,부산,Aug-23,27.8,73,299.9,3.1,5.6,32.5
159,부산,Sep-23,24.5,71,322.7,2.7,6,27.8
159,부산,Oct-23,18.3,52,4.2,2.8,3.5,22.9
159,부산,Nov-23,11.8,49,28.5,3.5,2.8,14.3
159,부산,Dec-23,6.4,52,102.8,3.2,3.8,8.9
159,부산,Jan-24,5.1,53,40.6,3.2,3.3,8.6
159,부산,Feb-24,7.4,68,137.1,3.5,6.1,10.5
159,부산,Mar-24,9.6,57,102,3.7,4.5,12.1
159,부산,Apr-24,15.9,68,166.8,2.7,5.7,17.6
159,부산,May-24,18.6,65,148.4,3.5,4.3,21.2
159,부산,Jun-24,22.6,74,173.7,3,6.4,26
159,부산,Jul-24,26,86,362.4,4.4,6.9,29.6
159,부산,Aug-24,29.1,75,86.5,3.2,4.3,34.9
159,부산,Sep-24,26.7,75,420.3,2.8,4.9,29.7
159,부산,Oct-24,19.5,71,208.8,3.1,6.4,19.8
159,부산,Nov-24,13.7,60,99.1,3.2,3.7,13.1
159,부산,Dec-24,5.7,43,0,3.4,2.4,5
159,부산,Jan-25,4,45,7.6,3.4,2.3,4.1
159,부산,Feb-25,2.9,41,32,3.6,2.7,4.6
159,부산,Mar-25,9.8,58,52,3.7,5.1,11.1
159,부산,Apr-25,14,62,75.3,3.8,4.3,17.9
159,부산,May-25,17.4,71,132.7,3.2,5.5,20.4
159,부산,Jun-25,22.3,77,292.7,3.3,6.1,26
159,부산,Jul-25,27.8,73,241.8,3.1,4,31.8
159,부산,Aug-25,28.4,78,158.7,3.3,4.8,33.1
159,부산,Sep-25,25.6,74,53.7,3,6.5,28.1
159,부산,Oct-25,19.6,71,125.7,2.5,6,20.2
159,부산,Nov-25,12.9,53,25.3,2.9,2.4,12.2
159,부산,Dec-25,7,49,15.2,2.5,3,6.8
159,부산,Jan-26,3,35,0.3,3.3,1.8,3.9
159,부산,Feb-26,6.9,46,40.3,3.6,3.9,8.9
159,부산,Mar-26,10.4,57,58.6,2.8,4.4,12.7
159,부산,Apr-26,15.9,60,136.1,3.1,6.1,17.9
159,부산,May-26,,,31.2,,,
162,통영,May-22,18.6,63,0.1,1.8,4.2,26.6
162,통영,Jun-22,21.8,83,101.5,3,6.1,27.3
162,통영,Jul-22,26.1,84,151.8,2,6.2,30.9
162,통영,Aug-22,26.2,85,186.9,2.6,7,30
162,통영,Sep-22,22.9,80,159.4,2.5,6.9,27.9
162,통영,Oct-22,17.3,73,10.4,2.6,4.3,24.6
162,통영,Nov-22,13.4,69,46.9,2.4,3.8,20.7
162,통영,Dec-22,3.2,56,18.1,2.7,4.1,10.7
162,통영,Jan-23,3.5,57,74.8,2.6,3.4,7.2
162,통영,Feb-23,6.2,57,35.5,2.6,4.7,6.8
162,통영,Mar-23,11.4,65,60.6,2.4,4.4,14.5
162,통영,Apr-23,14.4,66,104,2.8,4.6,17.5
162,통영,May-23,17.5,79,241.1,2.6,6,20.8
162,통영,Jun-23,22,82,237.5,2.4,6.2,26.1
162,통영,Jul-23,24.9,90,586.4,2.4,6.9,
162,통영,Aug-23,27.4,81,391.6,2.5,5.2,30.2
162,통영,Sep-23,24.2,80,283.7,2.2,5.9,26
162,통영,Oct-23,17.5,66,4.1,2.1,3.9,18.6
162,통영,Nov-23,11.2,62,47.8,2.7,3.3,10.5
162,통영,Dec-23,6,64,67.2,2.7,4.2,4.8
162,통영,Jan-24,4.4,62,35.2,2.4,3.5,2.9
162,통영,Feb-24,6.9,73,116.6,2.8,5.8,7
162,통영,Mar-24,9.2,63,113.2,2.9,4.4,10.2
162,통영,Apr-24,15,77,195.7,1.9,5.7,17.6
162,통영,May-24,18.2,70,147.9,2.5,4,23.1
162,통영,Jun-24,21.8,79,208.2,2.1,6.2,27.1
162,통영,Jul-24,25.4,89,458,3,6.2,28.2
162,통영,Aug-24,28.6,77,44.3,2.3,3.9,33.1
162,통영,Sep-24,26.6,76,283.7,,4.8,29.4
162,통영,Oct-24,19.1,73,216.1,,6,19.8
162,통영,Nov-24,12.9,67,117.6,2.8,4.2,12.2
162,통영,Dec-24,5.4,52,0,2.6,2.5,3.6
162,통영,Jan-25,3.2,56,7.4,2.6,2.5,1.5
162,통영,Feb-25,2.5,49,28.7,3.1,2.7,1.9
162,통영,Mar-25,9.2,63,58.6,2.7,4.6,10.1
162,통영,Apr-25,13.5,68,72.7,2.7,4.2,16.2
162,통영,May-25,16.7,79,166.7,2.3,5.5,20.2
162,통영,Jun-25,21.5,80,227.2,2.2,6.2,26.7
162,통영,Jul-25,27.1,71,83.6,2.5,3.7,33.4
162,통영,Aug-25,27.3,82,293.9,2.3,5,32.2
162,통영,Sep-25,25,78,54.9,2.2,6.3,28.4
162,통영,Oct-25,19.3,74,116.5,2.4,5.5,21.2
162,통영,Nov-25,11.8,63,33,2.3,2.4,10.8
162,통영,Dec-25,6.3,56,8.8,2.6,3.1,5
162,통영,Jan-26,2.6,42,0,2.9,2.1,2
162,통영,Feb-26,6.2,54,38.5,2.7,3.5,6.5
162,통영,Mar-26,9.7,64,50.6,2.4,4,11.3
162,통영,Apr-26,15.2,65,161.6,2.5,6,17.2
162,통영,May-26,,,28,,,
165,목포,May-22,17.7,66,2.6,3.3,4,25
165,목포,Jun-22,22.7,80,90.2,3.5,6.7,27.6
165,목포,Jul-22,26.6,82,196.3,3.1,6.3,30.1
165,목포,Aug-22,26.7,81,92.3,3.4,7,28.6
165,목포,Sep-22,22.5,78,101.9,3.3,6.5,24.5
165,목포,Oct-22,15.8,69,38.3,4.1,4.2,17.3
165,목포,Nov-22,12.1,69,33.1,3.6,4.1,12.4
165,목포,Dec-22,1.9,69,22.8,4.1,5.7,3.2
165,목포,Jan-23,2.1,70,35.2,4.2,4.9,2.9
165,목포,Feb-23,3.3,70,26.8,4,4.9,4.6
165,목포,Mar-23,9.3,66,22.6,3.8,4.3,11.6
165,목포,Apr-23,13.3,70,88.8,3.5,5.1,15.3
165,목포,May-23,18.2,76,158.1,3.2,6.3,21.2
165,목포,Jun-23,22.2,81,168.8,3.2,6.6,26.7
165,목포,Jul-23,25.9,88,629.2,3.3,8,27.4
165,목포,Aug-23,27.3,81,152.9,3,5.2,31.4
165,목포,Sep-23,24,81,146.7,2.8,5.9,26.4
165,목포,Oct-23,17.3,71,7.1,3.3,4.5,19.4
165,목포,Nov-23,10.6,71,75.7,4.6,5.6,11.6
165,목포,Dec-23,5.2,78,66,3.6,6.7,6.5
165,목포,Jan-24,3.3,75,55.9,4.1,5.9,4.6
165,목포,Feb-24,5.9,81,108.5,3.6,6.9,6.9
165,목포,Mar-24,7.8,73,73.3,3.9,5.1,9.1
165,목포,Apr-24,14.7,79,81.7,2.8,6,16.3
165,목포,May-24,17.9,75,101.6,3.6,4.3,20.6
165,목포,Jun-24,22.5,79,143.3,3,6.4,25.6
165,목포,Jul-24,26.7,88,197.8,3.8,7.1,29
165,목포,Aug-24,28.4,83,186.7,2.6,3.9,32.3
165,목포,Sep-24,26.5,79,124.1,2.6,4.6,29.7
165,목포,Oct-24,18.2,78,142.1,3.1,6,19.8
165,목포,Nov-24,12.2,69,61.3,4.1,4.9,11.9
165,목포,Dec-24,4.8,69,8.9,4.2,5.8,5
165,목포,Jan-25,2.5,73,19.8,3.5,4.8,3.5
165,목포,Feb-25,1.5,73,42.3,4.7,5.6,3
165,목포,Mar-25,8.4,70,33.2,4,5.2,8.9
165,목포,Apr-25,13,72,43.5,3.8,4.3,15.4
165,목포,May-25,17.1,78,109.5,3.4,5.5,19.3
165,목포,Jun-25,22.7,82,207.4,3.1,6.1,26.1
165,목포,Jul-25,27.9,81,273.2,2.8,4.4,30.7
165,목포,Aug-25,27.9,85,188,2.7,5,30.9
165,목포,Sep-25,24.9,84,161.6,2.6,6.6,26.9
165,목포,Oct-25,18.6,81,124.6,3.5,5.7,19.9
165,목포,Nov-25,11.1,72,18.6,3.6,3.7,11.3
165,목포,Dec-25,5.3,70,25.7,4.4,4.7,5.8
165,목포,Jan-26,0.8,73,18.9,4.9,5,2.1
165,목포,Feb-26,3.7,77,33,3.7,4.9,4.8
165,목포,Mar-26,7.5,76,101.1,3.5,4.7,9.6
165,목포,Apr-26,13.4,73,101.2,3.1,6.4,15.6
165,목포,May-26,,,9.7,,,
168,여수,May-22,18.9,57,0.6,3.4,4,25.3
168,여수,Jun-22,21.9,81,91.7,3.8,6.7,26.7
168,여수,Jul-22,26.4,80,260.1,3.3,6.3,30.8
168,여수,Aug-22,26.2,82,210.8,3.8,7.1,29.3
168,여수,Sep-22,23.2,69,175.6,4.8,6.5,25.4
168,여수,Oct-22,17.2,62,13,4.4,3.6,19.8
168,여수,Nov-22,13.3,60,59.6,3.7,3.7,13.7
168,여수,Dec-22,3.1,53,4.5,4.5,4,3.2
168,여수,Jan-23,3.2,55,76.2,4.6,3,3.4
168,여수,Feb-23,5.6,54,36.7,4.2,4.4,6.8
168,여수,Mar-23,11.2,61,48.7,3.1,4.3,13.8
168,여수,Apr-23,14.3,63,84.1,4.3,5,17
168,여수,May-23,17.9,76,339.2,3.3,6.2,21.3
168,여수,Jun-23,22.2,78,298.2,3.3,6.4,27.4
168,여수,Jul-23,25,90,482.4,2.8,8.2,27.1
168,여수,Aug-23,27.5,80,247,3.4,5.4,30.7
168,여수,Sep-23,24.7,77,203.2,3.4,6.1,26.7
168,여수,Oct-23,18,61,3.1,3.3,3.7,19.7
168,여수,Nov-23,10.9,62,45.5,4.1,3.4,11.1
168,여수,Dec-23,5.7,65,71.1,3.9,4.7,5.8
168,여수,Jan-24,4.2,59,42.6,4.9,3.9,4.3
168,여수,Feb-24,6.6,72,147.4,4.6,6.3,6.8
168,여수,Mar-24,9,60,93.2,4.7,4.6,10.2
168,여수,Apr-24,15.4,74,210.5,2.8,6,17.1
168,여수,May-24,18.5,67,155.9,3.6,4.2,22.1
168,여수,Jun-24,22.4,75,180.1,3.2,6.3,26.3
168,여수,Jul-24,25.8,91,375.5,3.7,7.4,28.5
168,여수,Aug-24,28.9,77,35.3,3.2,3.5,35.4
168,여수,Sep-24,26.9,75,184.3,3.7,4.4,31.1
168,여수,Oct-24,19.2,70,176.3,4.4,5.8,19.3
168,여수,Nov-24,13.2,62,109.2,4.5,4.5,12.7
168,여수,Dec-24,5.2,53,0.1,4.4,3,4.5
168,여수,Jan-25,3.2,56,6.1,4,2.5,3
168,여수,Feb-25,1.9,52,39.2,5.5,3.3,2.7
168,여수,Mar-25,8.9,59,47.4,4.7,4.9,10.8
168,여수,Apr-25,13.6,64,68,3.6,4.3,17.2
168,여수,May-25,17.1,75,180.3,3.2,5.6,20.7
168,여수,Jun-25,22.2,79,154.5,3.1,6.2,28.2
168,여수,Jul-25,27.3,76,112.5,3.6,3.5,35
168,여수,Aug-25,27.7,81,315.8,3.2,4.6,33.8
168,여수,Sep-25,24.9,79,54.5,3.3,6.3,27
168,여수,Oct-25,19.5,72,161.3,3.9,5.3,21.2
168,여수,Nov-25,12,59,28.3,3.8,2.7,12.3
168,여수,Dec-25,6.1,55,15.8,4.2,3.5,5.9
168,여수,Jan-26,1.8,45,0,5.3,2.5,2.8
168,여수,Feb-26,5.6,54,38.3,4.5,3.4,6.9
168,여수,Mar-26,9.7,60,78,3.8,4.3,11.3
168,여수,Apr-26,14.9,62,167,3.5,6.2,16.9
168,여수,May-26,,,21.9,,,
169,흑산도,May-22,16.6,75,8.4,3.9,4.4,21.5
169,흑산도,Jun-22,19.8,93,87.4,5.2,8.1,24.3
169,흑산도,Jul-22,24.8,92,131.4,4.5,6.6,28.5
169,흑산도,Aug-22,25.4,90,62.9,4.9,7.4,28.6
169,흑산도,Sep-22,20.9,88,108.6,5.1,6.8,23.4
169,흑산도,Oct-22,15.7,75,35.2,6.4,4.2,17.5
169,흑산도,Nov-22,12.8,76,35.4,5.5,4.7,13.2
169,흑산도,Dec-22,4.7,69,15.7,6.7,7.1,5.5
169,흑산도,Jan-23,4.2,72,21.2,6.7,6,4.6
169,흑산도,Feb-23,4.4,73,12,6.3,5.5,5.3
169,흑산도,Mar-23,8.3,75,15.9,5.9,4.9,9.7
169,흑산도,Apr-23,11.8,78,82.8,5,5.3,14.2
169,흑산도,May-23,15.6,88,102.1,5.2,6.9,19
169,흑산도,Jun-23,19.8,89,85,4.1,7,24.1
169,흑산도,Jul-23,23.1,96,590.5,5.3,8.4,26.4
169,흑산도,Aug-23,25.5,88,118.8,3.4,4.9,33.1
169,흑산도,Sep-23,22.7,88,163.8,3.3,6.3,25.2
169,흑산도,Oct-23,17.7,77,12.7,4.6,4.6,18.5
169,흑산도,Nov-23,11.6,75,90.3,6.2,6.5,11.9
169,흑산도,Dec-23,7,78,71.8,6,7.7,7.1
169,흑산도,Jan-24,5.1,75,66.2,6.3,7,5.2
169,흑산도,Feb-24,6.4,82,102.3,6.3,7.4,7.2
169,흑산도,Mar-24,7.9,76,77.1,6.1,5.4,9.7
169,흑산도,Apr-24,13.3,82,82.9,4.6,5.9,16.5
169,흑산도,May-24,16.6,81,62.6,5.1,4.6,20.5
169,흑산도,Jun-24,21.4,85,119.6,3.8,6.7,25.5
169,흑산도,Jul-24,24.9,94,258.3,6.9,8.2,26.3
169,흑산도,Aug-24,28.4,83,17.5,3.9,4.1,32.9
169,흑산도,Sep-24,26.1,83,128.4,4.4,4.7,28.7
169,흑산도,Oct-24,18.9,76,106,5.7,6.2,20.5
169,흑산도,Nov-24,13.3,71,62.1,7.3,5.8,14.4
169,흑산도,Dec-24,6.9,63,19.9,7.5,6.8,7.3
169,흑산도,Jan-25,4.9,64,31.1,6.4,5.7,5.7
169,흑산도,Feb-25,3.4,68,37.4,8.2,6.5,4.5
169,흑산도,Mar-25,8.4,70,43.8,6.5,5.3,10.7
169,흑산도,Apr-25,11.5,78,57.3,6.2,4.8,15.2
169,흑산도,May-25,15.4,82,111.4,5.6,5.7,19.7
169,흑산도,Jun-25,20.2,88,216.1,5.2,7.6,24.3
169,흑산도,Jul-25,26.3,86,365.2,4.6,5.8,31.6
169,흑산도,Aug-25,27.7,88,397.8,4.2,5.7,30.7
169,흑산도,Sep-25,24.7,84,200,4.4,6.9,27.2
169,흑산도,Oct-25,18.7,80,119.4,6.3,6,20.3
169,흑산도,Nov-25,12.5,69,10,6.2,4.3,13.6
169,흑산도,Dec-25,7.3,69,28.5,7.7,6.1,7.7
169,흑산도,Jan-26,3.5,66,3.6,8.5,6.3,4.1
169,흑산도,Feb-26,5.1,74,19.9,6.7,4.9,6.6
169,흑산도,Mar-26,7.3,76,119.7,5.5,5.1,9.7
169,흑산도,Apr-26,12.3,75,74.2,4.9,6.5,15.6
169,흑산도,May-26,,,17,,,
170,완도,May-22,18.8,61,13.3,2.1,4.2,23.8
170,완도,Jun-22,22.7,81,76.4,2.7,6.8,25.6
170,완도,Jul-22,26.5,82,111.5,2.8,6.4,29.1
170,완도,Aug-22,27,81,58.1,2.1,6.9,28.6
170,완도,Sep-22,22.8,77,160.4,2.1,6.9,24.4
170,완도,Oct-22,16.7,66,14.7,1.8,4.3,18.7
170,완도,Nov-22,12.9,69,36.1,1.8,4.5,12.3
170,완도,Dec-22,3.6,64,16.8,2.3,5.7,2.4
170,완도,Jan-23,3.5,67,63,2.2,4.2,2.1
170,완도,Feb-23,5.1,64,42.5,,4.7,4.5
170,완도,Mar-23,10.9,63,35.9,1.8,4.2,12.3
170,완도,Apr-23,14.2,70,163.5,2.8,5.1,16.1
170,완도,May-23,18.3,79,319.9,2.5,6.1,21.3
170,완도,Jun-23,22.6,80,158.6,2.4,6.3,26.7
170,완도,Jul-23,25.7,91,433,2.3,7.7,27.9
170,완도,Aug-23,27.3,82,191.8,1.7,5,32.3
170,완도,Sep-23,24.5,81,110.2,1.6,6,27.3
170,완도,Oct-23,17.8,69,8.1,1.6,4,19.7
170,완도,Nov-23,11.3,70,110.1,2.3,5.3,10
170,완도,Dec-23,6.4,75,78.7,2.1,6.1,4.8
170,완도,Jan-24,4.5,71,64.3,2,4.9,2.9
170,완도,Feb-24,7,78,147.4,2.4,6.4,6.4
170,완도,Mar-24,8.8,69,103.1,2.7,4.8,9.1
170,완도,Apr-24,15.6,75,216.6,2.6,6,17.9
170,완도,May-24,18.8,69,192.6,3,4.2,22.6
170,완도,Jun-24,22.7,76,224.3,2.4,6.6,26.1
170,완도,Jul-24,26.9,86,343.5,3.2,6.2,28.9
170,완도,Aug-24,29.3,78,21.8,2.1,3.7,32.9
170,완도,Sep-24,26.9,80,362.6,2.4,4.8,29.1
170,완도,Oct-24,18.8,77,123.1,2.2,6.4,19.5
170,완도,Nov-24,13.5,70,161.5,2.6,4.9,12.2
170,완도,Dec-24,5,65,2.9,2.6,4.5,4.3
170,완도,Jan-25,3.2,67,13.6,2.4,4.2,2.6
170,완도,Feb-25,2.3,66,58.3,2.9,5,3.1
170,완도,Mar-25,8.9,66,62,3.1,5,11.2
170,완도,Apr-25,13.9,66,112.6,3.2,4.2,17.1
170,완도,May-25,17.5,75,197.2,2.7,5.2,19.6
170,완도,Jun-25,23.1,78,106.7,2.3,6.3,25.6
170,완도,Jul-25,28.2,78,101.4,3,3.8,33
170,완도,Aug-25,28.1,82,344.8,2,4.9,31.3
170,완도,Sep-25,25.4,82,101.4,2.1,6.4,27.4
170,완도,Oct-25,19.4,77,133.5,2.1,5.1,20.9
170,완도,Nov-25,11.6,69,27.3,2.3,3.5,11.1
170,완도,Dec-25,5.9,67,22.6,2.5,4.2,5.5
170,완도,Jan-26,2.3,62,3.7,3,4.2,2.9
170,완도,Feb-26,4.9,67,41.3,2.5,4.1,6.4
170,완도,Mar-26,9.2,65,115.6,2.5,4.5,11.2
170,완도,Apr-26,14.5,69,208.3,2.7,6.4,16.7
170,완도,May-26,,,27.5,,,
172,고창,May-22,17.6,61,1.5,2.4,4,22.4
172,고창,Jun-22,23.2,75,130.4,3.1,6.3,26
172,고창,Jul-22,26.6,80,120.5,2.8,6.6,27.8
172,고창,Aug-22,26.3,81,126.9,2.9,6.9,27.3
172,고창,Sep-22,21.6,77,81.9,2.6,6.7,23.8
172,고창,Oct-22,14.1,72,40.4,2.5,4.8,15.2
172,고창,Nov-22,10.1,69,75.8,2.5,5,9.5
172,고창,Dec-22,-0.4,69,34,3,6,0.5
172,고창,Jan-23,0.3,70,28.2,2.9,5.1,1
172,고창,Feb-23,1.8,62,7.7,2.4,4.6,2.6
172,고창,Mar-23,8.6,54,26.1,2.8,4.1,9.9
172,고창,Apr-23,12.9,61,52.4,3.1,5,14.5
172,고창,May-23,18.3,66,174.2,2.9,6,20.3
172,고창,Jun-23,22.3,68,33.6,2.6,6.1,26.1
172,고창,Jul-23,,,377,,7.5,
172,고창,Aug-23,26.7,83,164.3,2.4,5.6,29.5
172,고창,Sep-23,22.8,84,174.3,1.9,6.2,25.4
172,고창,Oct-23,15.1,77,14.1,2,4.6,17.8
172,고창,Nov-23,9,71,70.2,3.5,5.5,9.9
172,고창,Dec-23,3.4,79,109.9,2.8,6.3,5.4
172,고창,Jan-24,1.7,75,48.4,2.8,5.5,3.5
172,고창,Feb-24,4.9,79,97.1,2.8,6.4,6.1
172,고창,Mar-24,6.5,70,61.3,3.1,4.6,7.8
172,고창,Apr-24,14.3,75,64.5,2.3,5.7,16.2
172,고창,May-24,,,88.1,,4.1,
172,고창,Jun-24,22.8,76,100.4,2.4,5.7,28.2
172,고창,Jul-24,27.1,84,291.4,3.3,6.6,28.3
172,고창,Aug-24,28.3,82,49.6,2.3,4,31.4
172,고창,Sep-24,25.8,81,165.7,1.9,5,28.6
172,고창,Oct-24,16.5,83,89.2,2.1,5.5,18.3
172,고창,Nov-24,10,73,55,2.9,5,10.4
172,고창,Dec-24,2.5,73,18.5,2.8,5.9,3.2
172,고창,Jan-25,0.1,75,34.2,2.5,5,1.7
172,고창,Feb-25,-0.6,71,44.3,3.2,5.7,2
172,고창,Mar-25,7.3,67,31.8,3.3,4.8,9.1
172,고창,Apr-25,12.4,67,60.9,3.3,3.9,15.9
172,고창,May-25,16.8,74,86.7,2.8,5.2,20.3
172,고창,Jun-25,23.2,77,302.3,2.5,5.6,27.5
172,고창,Jul-25,27.9,79,357.6,2.5,4.3,33
172,고창,Aug-25,27.4,84,173.6,2.3,5.2,31.3
172,고창,Sep-25,24,86,330.1,2.3,7.1,26
172,고창,Oct-25,17.5,84,120.7,2.4,5.8,18.3
172,고창,Nov-25,9.3,74,30.5,2.5,3.7,9.3
172,고창,Dec-25,3.7,70,37.3,3.1,5.2,3.6
172,고창,Jan-26,-0.8,70,12.5,3.2,5.4,0.3
172,고창,Feb-26,2.3,73,21.9,2.5,4.5,2.7
172,고창,Mar-26,6.5,73,100.7,2.3,4.4,7.4
172,고창,Apr-26,13.1,71,76.3,2.6,6.1,14.8
172,고창,May-26,,,15.9,,,
174,순천,May-22,17.4,61,0.2,2,4.1,23.8
174,순천,Jun-22,22.2,77,94.8,1.7,6.4,27.7
174,순천,Jul-22,25.7,83,281.8,1.8,6.6,29.5
174,순천,Aug-22,25.3,84,176.8,1.3,7.4,28.4
174,순천,Sep-22,21.1,79,161.4,1.5,6.9,24.5
174,순천,Oct-22,13.8,73,32.5,1.8,4.4,16.7
174,순천,Nov-22,9.3,72,51.3,1.7,4.4,10.9
174,순천,Dec-22,0,67,7.8,2.6,4.8,1.3
174,순천,Jan-23,0.4,68,59.4,2.7,3.8,0.4
174,순천,Feb-23,3.2,61,30.4,2.1,4.1,1.9
174,순천,Mar-23,9.3,60,54,1.9,4,7.5
174,순천,Apr-23,12.5,70,101.7,2,4.8,11.2
174,순천,May-23,17.2,79,271.3,1.6,6,15
174,순천,Jun-23,21.8,80,302.2,1.6,6.4,21.1
174,순천,Jul-23,24.8,92,598.7,1.2,7.4,23.1
174,순천,Aug-23,26,86,325.8,1.4,5.6,27.4
174,순천,Sep-23,22.1,88,217.5,1.1,6.2,25.8
174,순천,Oct-23,13.9,78,8.6,1.4,4.6,16.7
174,순천,Nov-23,7.8,74,104.8,2.3,4.3,9.6
174,순천,Dec-23,3,78,65.1,2,4.9,4.4
174,순천,Jan-24,1.7,71,29,2.5,3.9,2.8
174,순천,Feb-24,4.4,82,160.8,1.6,6.1,5.7
174,순천,Mar-24,6.9,68,91.8,2.3,4.7,8.8
174,순천,Apr-24,14.3,77,155.9,1.4,5.8,17.1
174,순천,May-24,16.8,72,203.1,1.8,4.2,22.4
174,순천,Jun-24,20.9,78,245.6,1.5,6.5,25.8
174,순천,Jul-24,25.1,89,290.3,1.5,6.7,27.6
174,순천,Aug-24,26.2,85,105,1.2,4.2,31.4
174,순천,Sep-24,23.7,87,466.3,0.9,5.3,27.9
174,순천,Oct-24,15.2,85,119.7,1.2,6.2,18.4
174,순천,Nov-24,8.9,78,100.1,1.7,4.9,10.8
174,순천,Dec-24,2,67,3,2.7,4.6,3
174,순천,Jan-25,-0.2,70,6.4,2.2,3.6,1.6
174,순천,Feb-25,-0.6,64,34,3,4.3,1.6
174,순천,Mar-25,7,59,30.7,2.1,4.9,9.5
174,순천,Apr-25,12.1,57,72.6,2,4.1,16.1
174,순천,May-25,15.1,75,148.3,,5.7,19.3
174,순천,Jun-25,21.5,77,204.8,1.4,5.9,26.4
174,순천,Jul-25,25.9,79,479,1.3,4.2,31.9
174,순천,Aug-25,26,83,233,1,5.2,31.1
174,순천,Sep-25,22.7,85,162.9,1,7.1,26.1
174,순천,Oct-25,16.6,81,150.2,1.2,5.7,19.8
174,순천,Nov-25,8.1,67,33.9,1.6,3.1,9.6
174,순천,Dec-25,2.6,63,27.8,2,4.3,3.1
174,순천,Jan-26,-0.6,52,2.6,3,3.5,0.4
174,순천,Feb-26,2.5,59,34.2,2.3,3.8,4.2
174,순천,Mar-26,7.6,62,84,1.9,4.2,9.1
174,순천,Apr-26,13.2,65,127.9,1.7,6.2,15.2
174,순천,May-26,,,21.2,,,
177,홍성,May-22,17.8,60,4.4,2.1,3.7,23.7
177,홍성,Jun-22,22.9,78,191.6,2.1,6.7,27.4
177,홍성,Jul-22,26.5,84,141.5,1.5,6.5,29.1
177,홍성,Aug-22,25.4,87,524.7,1.7,7.3,27.2
177,홍성,Sep-22,21.1,79,135,1.5,6,23.7
177,홍성,Oct-22,13.6,77,154,1.2,4.8,15.9
177,홍성,Nov-22,9.1,75,53.6,1.1,4.5,10.2
177,홍성,Dec-22,-2.4,74,28.2,1.3,5.3,0.4
