
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
6261,2010-11-15,,우학,전라남도 여수시 남면,,34.5095,127.7666,4.92,,,,
6262,2010-11-15,,진리,전라남도 신안군 흑산면,,34.6827,125.4274,8,,,,
6263,2010-11-15,,웅곡,전라남도 신안군 하의면,,34.6066,126.0366,5,,,,
6264,2010-11-15,,읍리,전라남도 신안군 팔금면,,34.7846,126.1429,6,,,,
6265,2010-11-15,,읍내,전라남도 신안군 지도읍,,35.0611,126.2072,21,,,,
6266,2010-11-15,,증동,전라남도 신안군 증도면,,35.0028,126.1396,22,,,,
6267,2010-11-15,,도창,전라남도 신안군 장산면,,34.643,126.1488,11,,,,
6267,2002-04-15,,STAVOREN AWS,,,52.8833,5.350,3,,,,
6268,2010-11-15,,구영,전라남도 신안군 자은면,,34.8845,126.0474,13,,,,
6269,2002-04-15,,LELYSTAD AWS,,,52.450,5.5333,-4,,,,
6269,2010-11-15,,진리,전라남도 신안군 임자면,,35.0842,126.1112,8,,,,
6270,2002-04-15,,LEEUWARDEN,,,53.2167,5.7667,0,,,,
6270,2010-11-15,,학교,전라남도 신안군 압해읍 신용리,,34.8655,126.3125,15,,,,
6271,2010-11-15,,단고,전라남도 신안군 암태면,,34.8272,126.1121,6,,,,
6272,2010-11-15,,읍동,전라남도 신안군 안좌면,,34.7559,126.1248,27,,,,
6273,2010-11-15,,덕산,전라남도 신안군 비금면,,34.7553,125.9267,8,,,,
6273,2002-04-15,,MARKNESSE AWS,,,52.700,5.8833,-3,,,,
6274,2010-11-15,,수항,전라남도 신안군 도초면,,34.7036,125.9534,8,,,,
6275,2010-11-15,,괴목,전라남도 순천시 황전면,,35.1014,127.427,3,,,,
6275,2002-04-15,,DEELEN,,,52.0667,5.8833,47,,,,
6276,2010-11-15,,월전,전라남도 순천시 해룡면,,34.9137,127.5377,3,,,,
6277,2010-11-15,,대평,전라남도 순천시 월등면,,35.0935,127.3804,3,,,,
6277,2002-04-15,,LAUWERSOOG AWS,,,53.4167,6.200,0,,,,
6278,2010-11-15,,화전,전라남도 순천시 외서면,,34.9138,127.2774,3,,,,
6278,2002-04-15,,HEINO AWS,,,52.4333,6.2667,5,,,,
6279,2010-11-15,,서평,전라남도 순천시 승주읍,,35.0144,127.3898,3,,,,
6279,2002-04-15,,HOOGEVEEN,,,52.750,6.5667,17,,,,
6280,2010-11-15,,이읍,전라남도 순천시 송광면,,34.9741,127.2638,3,,,,
6280,2002-04-15,,GRONINGEN AP EELDE,,,53.1333,6.5833,4,,,,
6281,2010-11-15,,동산,전라남도 순천시 서면,,34.9947,127.4883,3,,,,
6282,2010-11-15,,흘산,전라남도 순천시 상사면,,34.9391,127.4552,3,,,,
6283,2002-04-15,,HUPSEL AWS,,,52.0667,6.650,29,,,,
6283,2010-11-15,,봉림,전라남도 순천시 별량면,,34.8744,127.4512,3,,,,
6284,2010-11-15,,동내,전라남도 순천시 낙안면,,34.9081,127.3463,3,,,,
6285,2002-04-15,,HUIBERTGAT WP,,,53.5667,6.400,0,,,,
6285,2010-11-15,,율포,전라남도 보성군 회천면,,34.6688,127.0853,14,,,,
6286,2002-04-15,,NIEUW BEERTA AWS,,,53.200,7.150,0,,,,
6286,2010-11-15,,조성,전라남도 보성군 조성면,,34.8085,127.2476,13,,,,
6287,2010-11-15,,문양,전라남도 보성군 율어면,,34.8706,127.187,14,,,,
6288,2010-11-15,,중산,전라남도 보성군 웅치면,,34.7159,127.0203,12,,,,
6289,2010-11-15,,복내,전라남도 보성군 복내면,,34.8931,127.1312,12,,,,
6290,2002-04-15,,TWENTHE,,,52.2667,6.900,35,,,,
6290,2010-11-15,,보성,전라남도 보성군 보성읍,,34.7715,127.0799,25,,,,
6291,2010-11-15,,벌교,전라남도 보성군 벌교읍,,34.8476,127.3414,13,,,,
6292,2010-11-15,,도개,전라남도 보성군 미력면,,34.801,127.0876,12,,,,
6293,2010-11-15,,운곡,전라남도 보성군 문덕면,,34.9293,127.1724,14,,,,
6294,2010-11-15,,오봉,전라남도 보성군 득량면,,34.7622,127.1687,12,,,,
6295,2010-11-15,,광곡,전라남도 보성군 노동면,,34.7973,127.0707,14,,,,
6296,2010-11-15,,석호,전라남도 보성군 겸백면,,34.8295,127.1518,15,,,,
6297,2010-11-15,,외반,전라남도 무안군 현경면,,35.0211,126.4123,15,,,,
6298,2010-11-15,,신정,전라남도 무안군 해제면,,35.1105,126.2945,15,,,,
6299,2010-11-15,,도림,전라남도 무안군 청계면,,34.911,126.4287,20,,,,
6300,2010-11-15,,월암,전라남도 무안군 일로읍,,34.8514,126.4903,16,,,,
6301,2010-11-15,,연리,전라남도 무안군 운남면,,34.9623,126.3433,13,,,,
6302,2010-11-15,,임성,전라남도 무안군 삼향읍,,34.8231,126.4416,12,,,,
6303,2010-11-15,,성동,전라남도 무안군 무안읍,,34.9904,126.4817,23,,,,
6304,2010-11-15,,사천,전라남도 무안군 몽탄면,,34.9308,126.502,30,,,,
6305,2010-11-15,,목동,전라남도 무안군 망운면,,35.0129,126.3946,15,,,,
6306,2016-03-10,,대동,전라남도 함평군 대동면,,35.1164,126.5252,15,,,,
6308,2002-04-15,,CADZAND WP,,,51.3833,3.3833,7,,,,
6308,2010-11-15,,창평,전라남도 담양군 창평면,,35.2389,127.019,91.35,,,,
6309,2010-11-15,,월산,전라남도 담양군 월산면,,35.3402,126.9547,64.24,,,,
6310,2010-11-15,,추성,전라남도 담양군 용면,,35.3648,126.9874,87.12,,,,
6310,2002-04-15,,VLISSINGEN,,,51.450,3.600,8,,,,
6311,2010-11-15,,수북,전라남도 담양군 수북면,,35.3018,126.9286,71.21,,,,
6312,2002-04-15,,OOSTERSCHELDE WP,,,51.6833,3.600,0,,,,
6312,2010-11-15,,신학,전라남도 담양군 봉산면,,35.2761,126.9569,52.32,,,,
6313,2002-04-15,,VLAKTE VAN RAAN,,,51.500,3.250,,,,,
6313,2010-11-15,,봉안,전라남도 담양군 무정면,,35.2949,127.0301,64.25,,,,
6314,2010-11-15,,대치,전라남도 담양군 대전면,,35.2749,126.8879,112.54,,,,
6315,2010-11-15,,매산,전라남도 담양군 대덕면,,35.2495,126.0371,98.65,,,,
6315,2002-04-15,,HANSWEERT,,,51.450,4.000,,,,,
6316,2010-11-15,,담주,전라남도 담양군 담양읍,,35.3205,126.9819,50.98,,,,
6316,2002-04-15,,SCHAAR WP,,,51.650,3.700,0,,,,
6317,2010-11-15,,연천,전라남도 담양군 남면,,35.1775,127.0278,113.21,,,,
6318,2010-11-15,,석현,전라남도 담양군 금성면,,35.3434,127.0255,68.53,,,,
6319,2010-11-15,,동운,전라남도 담양군 고서면,,35.2236,126.9731,73.25,,,,
6319,2002-04-15,,WESTDORPE,,,51.2333,3.8667,2,,,,
6320,2002-04-15,,LE GOEREE,,,51.9333,3.6667,,,,,
6320,2010-11-15,,왕곡,전라남도 나주시 왕곡면,,34.9681,126.6696,16,,,,
6321,2002-04-15,,EURO PLATFORM,,,52.000,3.2833,,,,,
6321,2010-11-15,,시청,,,35.0159,126.7108,45,,,,
6322,2010-11-15,,세지,전라남도 나주시 세지면,,34.9197,126.7495,37,,,,
6323,2010-11-15,,산포,전라남도 나주시 산포면,,35.0397,126.8059,15,,,,
6323,2002-04-15,,WILHELMINADORP AWS,,,51.5333,3.900,1,,,,
6324,2002-04-15,,STAVENISSE,,,51.600,4.000,,,,,
6324,2010-11-15,,봉황,전라남도 나주시 봉황면,,34.9583,126.7842,31,,,,
6325,2010-11-15,,반남,전라남도 나주시 반남면,,34.9038,126.6518,26,,,,
6326,2010-11-15,,문평,전라남도 나주시 문평면,,35.0552,126.6039,14,,,,
6327,2010-11-15,,동강,전라남도 나주시 동강면,,34.9394,126.5639,17,,,,
6328,2010-11-15,,다시,전라남도 나주시 다시면,,35.0194,126.6373,16,,,,
6329,2010-11-15,,다도,전라남도 나주시 다도면,,34.9472,126.8275,76,,,,
6330,2010-11-15,,노안,전라남도 나주시 노안면,,35.0759,126.7322,18,,,,
6330,2002-04-15,,HOEK VAN HOLLAND,,,51.9833,4.100,13,,,,
6331,2010-11-15,,남평,전라남도 나주시 남평읍,,35.0464,126.8431,18,,,,
6331,2002-04-15,,THOLEN WP,,,51.5167,4.1333,0,,,,
6332,2010-11-15,,금천,전라남도 나주시 금천면,,35.0309,126.7535,19,,,,
6333,2010-11-15,,공산,전라남도 나주시 공산면,,34.9433,126.6082,13,,,,
6334,2016-03-10,,월야,전라남도 함평군 월야면,,35.176,126.634,5,,,,
6334,2010-11-15,2012-12-31,덕례,전라남도 구례군 토지면,,35.176,126.634,420.05,,,,
6335,2010-11-15,,구산,전라남도 구례군 토지면,,35.1978,127.5263,23,,,,
6336,2010-11-15,,용정,전라남도 구례군 용방면,,35.2506,127.4301,23,,,,
6337,2010-11-15,,원촌,전라남도 구례군 산동면,,35.3159,127.4394,23,,,,
6338,2010-11-15,,월전,전라남도 구례군 문척면,,35.1918,127.4891,23,,,,
6339,2010-11-15,,마산,전라남도 구례군 마산면,,35.2232,127.4875,23,,,,
6340,2010-11-15,,봉남,전라남도 구례군 구례읍,,35.2025,127.4628,23,,,,
6340,2002-04-15,,WOENSDRECHT,,,51.450,4.3333,15,,,,
6341,2010-11-15,,연파,전라남도 구례군 광의면,,35.2602,127.440,23,,,,
6342,2010-11-15,,간문,전라남도 구례군 간전면,,35.1782,127.5437,23,,,,
6343,2010-11-15,,황길1,,,34.9387,127.6781,9,,,,
6343,2002-04-15,,로테르담,,,51.8833,4.3167,4,,,,
6344,2002-04-15,,로테르담,,,51.950,4.450,-5,,,,
6344,2010-11-15,,태인,,,34.9434,127.7498,8,,,,
6345,2010-11-15,,선소,전라남도 광양시 진월면,,34.9784,127.7581,6,,,,
6346,2010-11-15,,섬거,전라남도 광양시 진상면,,35.020,127.7197,8,,,,
6347,2010-11-15,,중마,,,34.9406,127.696,21,,,,
6348,2002-04-15,,CABAUW TOWER,,,51.9667,4.9333,0,,,,
6348,2010-11-15,,운평,전라남도 광양시 옥룡면,,35.017,127.6193,32,,,,
6349,2010-11-15,,신금,전라남도 광양시 옥곡면,,34.9895,127.6989,6,,,,
6350,2010-11-15,,봉당,전라남도 광양시 봉강면,,35.0115,127.5812,46,,,,
6350,2002-04-15,,GILZE RIJEN,,,51.5667,4.9333,11,,,,
6351,2010-11-15,,도사,전라남도 광양시 다압면,,35.1233,127.6911,16,,,,
6352,2010-11-15,,금호,,,34.9377,127.7232,7,,,,
6353,2010-11-15,,광영,,,34.963,127.722,17,,,,
6354,2010-11-15,,읍내,전라남도 광양시 광양읍,,34.9733,127.5811,15,,,,
6356,2010-11-15,,태평,전라남도 곡성군 죽곡면,,35.1512,127.3193,51.91,,,,
6356,2002-04-15,,HERWIJNEN AWS,,,51.8667,5.150,1,,,,
6357,2010-11-15,,매월,전라남도 곡성군 입면,,35.2972,127.2041,87.17,,,,
6358,2010-11-15,,옥과,전라남도 곡성군 옥과면,,35.2767,127.1356,86.82,,,,
6359,2010-11-15,,봉동,전라남도 곡성군 오산면,,35.238,127.1215,112.67,,,,
6360,2010-11-15,,오지,전라남도 곡성군 오곡면,,35.2723,127.3139,55.83,,,,
6362,2010-11-15,,석곡,전라남도 곡성군 석곡면,,35.133,127.2541,65.37,,,,
6363,2010-11-15,,원등,전라남도 곡성군 삼기면,,35.236,127.2117,140.63,,,,
6364,2010-11-15,,평리,전라남도 곡성군 목사동면,,35.1208,127.2999,55.86,,,,
6365,2010-11-15,,읍내,전라남도 곡성군 곡성읍,,35.282,127.292,57.37,,,,
6366,2010-11-15,,읍내,전라남도 곡성군 곡성읍,,35.2821,127.2964,57.36,,,,
6367,2010-11-15,,목동,전라남도 곡성군 고달면,,35.2957,127.3414,55.18,,,,
6368,2010-11-15,,남양,전라남도 곡성군 겸면,,35.2556,127.1725,109.83,,,,
6369,2010-11-15,,야막,전라남도 고흥군 풍양면,,34.5756,127.242,78,,,,
6370,2002-04-15,,아인트호벤,,,51.450,5.4167,21,,,,
6370,2010-11-15,,길두,전라남도 고흥군 포두면,,34.5715,127.3405,15,,,,
6371,2010-11-15,,모룡,전라남도 고흥군 점암면,,34.6529,127.3797,34,,,,
6372,2010-11-15,,양사,전라남도 고흥군 영남면,,34.6021,127.456,12,,,,
6373,2010-11-15,,신금,전라남도 고흥군 봉래면,,34.4637,127.4591,9,,,,
6374,2010-11-15,,용산,전라남도 고흥군 두원면,,34.6466,127.2737,18,,,,
6375,2010-11-15,,백양,전라남도 고흥군 동일면,,34.5025,127.467,29,,,,
6375,2002-04-15,,VOLKEL,,,51.650,5.700,20,,,,
6376,2010-11-15,,유둔,전라남도 고흥군 동강면,,34.7794,127.3339,20,,,,
6377,2002-04-15,,ELL AWS,,,51.200,5.7667,30,,,,
6377,2010-11-15,,당오,전라남도 고흥군 도화면,,34.5101,127.3174,28,,,,
6378,2010-11-15,,봉암,전라남도 고흥군 도양읍,,34.5295,127.1385,9,,,,
6379,2010-11-15,,도덕,전라남도 고흥군 도덕면,,34.5668,127.1778,26,,,,
6380,2010-11-15,,금마,전라남도 고흥군 대서면,,34.7712,127.2841,18,,,,
6380,2002-04-15,,MAASTRICHT AP ZUID LIMBURG,,,50.9167,5.7833,114,,,,
6381,2010-11-15,,남양,전라남도 고흥군 남양면,,34.729,127.3398,28,,,,
6382,2010-11-15,,대흥,전라남도 고흥군 금산면,,34.4591,127.125,46,,,,
6384,2010-11-15,,과역,전라남도 고흥군 과역면,,34.6812,127.3599,13,,,,
6385,2010-11-15,,옥하,전라남도 고흥군 고흥읍,,34.6112,127.285,33,,,,
6386,2010-11-15,,영동,전라남도 강진군 칠량면,,34.5728,126.7994,10,,,,
6387,2010-11-15,,평리,전라남도 강진군 작천면,,34.7042,126.7714,10,,,,
6388,2010-11-15,,개산,전라남도 강진군 옴천면,,34.7451,126.7944,10,,,,
6389,2010-11-15,,수양,전라남도 강진군 신전면,,34.5136,126.720,10,,,,
6390,2010-11-15,,월평,전라남도 강진군 성전면,,34.6927,126.7091,10,,,,
6391,2010-11-15,,성동,전라남도 강진군 병영면,,34.719,126.8168,10,,,,
6391,2002-04-15,,ARCEN AWS,,,51.500,6.200,19,,,,
6392,2010-11-15,,마량,전라남도 강진군 마량면,,34.4505,126.8189,10,,,,
6393,2010-11-15,,항촌,전라남도 강진군 도암면,,34.5464,126.7277,10,,,,
6394,2010-11-15,,수동,전라남도 강진군 대구면,,34.4954,126.8008,10,,,,
6395,2010-11-15,,라천,전라남도 강진군 군동면,,34.6452,126.8149,10,,,,
6396,2010-11-15,,남성,전라남도 강진군 강진읍,,34.6421,126.7672,20,,,,
6397,2010-11-15,,상태,전라남도 신안군 신의면,,34.5849,126.0883,4,,,,
6398,2012-09-20,,여천동,,,34.7778,127.6524,10,,,,
6399,2012-09-20,,월내동,,,34.8539,127.7288,12,,,,
6400,2012-09-20,,태인동,,,34.9416,127.7554,20,,,,
6400,2002-04-15,,KOKSIJDE,,,51.0833,2.650,4,,,,
6401,2012-09-20,,용당동,,,34.8044,126.3932,5,,,,
6404,2012-09-20,,장천동,,,34.9508,127.4902,10,,,,
6405,2012-09-20,,광양읍,전라남도 광양시 광양읍,,34.9809,127.5828,10,,,,
6406,2012-09-20,,서강동,,,34.7469,127.7279,18,,,,
6407,2002-04-15,,OOSTENDE (AIRPORT),,,51.200,2.8667,4,,,,
6407,2012-09-20,,중동,,,34.940,127.6977,20,,,,
6409,2012-09-20,,문수동,,,34.7546,127.7027,7,,,,
6410,2012-09-20,,연향동,,,34.947,127.5184,15.5,,,,
6411,2012-09-20,,순천만,,,34.8855,127.5102,13,,,,
6412,2012-09-20,,호두리,전라남도 순천시 해룡면,,34.8937,127.5729,30,,,,
6413,2011-02-15,,덕충동,,,34.7537,127.7467,28,,,,
6414,2011-02-15,,오지,전라남도 곡성군 오곡면,,35.2752,127.3207,55.83,,,,
6414,2007-01-01,,BEITEM,,,50.900,3.1167,23,,,,
6415,2011-02-15,,용당,,,34.812,126.3929,36.6,,,,
6417,2012-09-20,,묘도,,,34.8747,127.7093,7.76,,,,
6418,2007-01-01,,ZEEBRUGGE,,,51.3333,3.200,7,,,,
6419,2014-07-03,,장천,,,34.9508,127.4902,6,,,,
6420,2015-02-23,,주암,전라남도 순천시 주암면,,35.0769,127.2351,3,,,,
6421,2015-02-23,,왕조1동,,,34.9625,127.5208,3,,,,
6422,2015-02-23,,대룡정수장,,,34.9062,127.4792,3,,,,
6423,2015-02-23,,순천만,,,34.8858,127.5091,6,,,,
6424,2015-02-23,,덕연동,,,34.9483,127.5108,3,,,,
6425,2015-02-23,,주암면복다,전라남도 순천시 주암면,,35.0441,127.2818,3,,,,
6426,2015-09-15,,선도,전라남도 신안군 지도읍,,34.977,126.2695,5,,,,
6427,2015-02-23,,부흥동,,,34.8044,126.4345,23.9,,,,
6428,2015-09-15,,우이도,전라남도 신안군 도초면,,34.6183,125.8532,18,,,,
6428,2002-04-15,,SEMMERZAKE,,,50.9333,3.6667,36,,,,
6429,2015-09-15,,병풍도,전라남도 신안군 증도면,,34.9603,126.2133,6,,,,
6431,2015-09-15,,홍도,전라남도 신안군 흑산면,,34.683,125.1917,50,,,,
6432,2002-04-15,,CHIEVRES,,,50.5667,3.8333,60,,,,
6433,2015-09-15,,매화도,전라남도 신안군 압해읍,,34.9166,126.2443,5,,,,
6434,2016-09-08,,화순군청,전라남도 화순군 화순읍,,34.0279,127.3089,84,,,,
6434,2007-01-01,,MELLE,,,50.9833,3.8167,13,,,,
6435,2018-09-11,,문수,,,34.7546,127.7028,60.75,,,,
6436,2018-09-11,,빛가람,,,35.0219,126.7904,22,,,,
6437,2018-09-11,,객사,전라남도 담양군 담양읍,,35.3211,126.9881,61.29,,,,
6438,2018-09-11,,강쟁,전라남도 담양군 담양읍,,35.310,126.9591,49.47,,,,
6439,2019-08-13,,화양면,전라남도,,34.6859,127.5974,27.56,,,,
6440,2019-08-13,,율촌면,전라남도,,34.8822,127.579,8.05,,,,
6441,2019-08-13,,삼일동,전라남도,,34.825,127.7318,45.35,,,,
6442,2019-08-13,,신대,전라남도,,34.9364,127.5484,7.5,,,,
6443,2019-08-13,,빛가람동,전라남도,,35.0158,126.7565,11.79,,,,
6444,2019-08-13,,담양읍,전라남도,,35.1916,126.5916,51.75,,,,
6445,2019-08-13,,고흥읍,전라남도,,34.3623,127.1651,37.1,,,,
6446,2019-08-13,,화순읍,전라남도,,35.3553,126.5994,65,,,,
6447,2019-08-13,,장흥읍,전라남도,,34.675,126.9067,24,,,,
6447,2002-04-15,,브뤼셀,,,50.800,4.350,100,,,,
6448,2019-08-13,,강진읍,전라남도,,34.6446,126.7707,,,,,
6449,2019-08-13,,해남읍,전라남도,,35.3032,126.7853,32.57,,,,
6449,2002-04-15,,CHARLEROI/GOSSELIES,,,50.4667,4.450,187,,,,
6450,2019-08-13,,무안읍,전라남도,,34.9905,126.4755,,,,,
6450,2002-04-15,,앤트워프,,,51.200,4.4667,12,,,,
6451,2019-08-13,,함평읍,전라남도,,35.3434,126.3122,10,,,,
6451,2002-04-15,,브뤼셀,,,50.900,4.5333,55,,,,
6451,2002-04-15,,브뤼셀,,,50.900,4.5333,55,,,,
6452,2019-08-13,,영광읍,전라남도,,35.278,126.512,42.6,,,,
6453,2019-08-13,,장성읍,전라남도,,35.3032,126.7853,48.95,,,,
6454,2019-08-13,,신지면,전라남도,,34.3344,126.8286,11,,,,
6455,2007-01-01,,DOURBES,,,50.100,4.600,231,,,,
6455,2019-08-13,,진도읍,전라남도,,34.4793,126.2688,12,,,,
6456,2002-04-15,,플로렌스,,,50.2333,4.650,279,,,,
6456,2019-08-13,,신안군,전라남도,,34.7554,126.1261,22,,,,
6457,2018-01-01,,주삼동,,,34.7881,127.6533,32,,,,
6458,2019-12-11,,역리,,,34.8073,126.7005,12,,,,
6458,2002-04-15,,BEAUVECHAIN,,,50.750,4.7667,105,,,,
6459,2021-12-30,,봉강면,,,35.0115,127.5814,,,,,
6459,2007-01-01,,ERNAGE,,,50.5667,4.6833,155,,,,
6460,2019-05-13,,기각리,,,35.0654,126.5203,14,,,,
6464,2007-01-01,,RETIE,,,51.2167,5.0333,19,,,,
6465,2002-04-15,,SCHAFFEN,,,51.000,5.0667,30,,,,
6472,2007-01-01,,HUMAIN,,,50.200,5.250,294,,,,
6476,2002-04-15,,ST-HUBERT,,,50.0333,5.400,563,,,,
6477,2007-01-01,,DIEPENBEEK,,,50.9167,5.450,37,,,,
6478,2002-04-15,,BIERSET,,,50.650,5.450,186,,,,
6479,2002-04-15,,KLEINE BROGEL,,,51.1667,5.4667,55,,,,
6480,2002-04-15,,MEIX-DEVANT-VIRTON,,,49.600,5.4833,250,,,,
6480,2002-04-15,,MEIX-DEVANT-VIRTON,,,49.600,5.4833,250,,,,
6484,2007-01-01,,BUZENOL,,,49.6167,5.5833,322,,,,
6490,2002-04-15,,SPA/LA SAUVENIERE,,,50.4833,5.9167,470,,,,
6494,2007-01-01,,MONT-RIGI,,,50.5167,6.0667,671,,,,
6496,2002-04-15,,ELSENBORN,,,50.4667,6.1833,564,,,,
6590,2002-04-15,,룩셈부르크,,,49.6167,6.2167,376,,,,
6597,2002-04-15,,ECHTERNACH,,,49.800,6.450,,,,,
6597,2002-04-15,,ECHTERNACH,,,49.800,6.450,,,,,
6601,2007-01-01,,BASEL-BINNINGEN,,,47.550,7.5833,316,,,,
6602,2007-01-01,,DELEMONT,,,47.3667,7.3333,467,,,,
6604,2002-04-15,,NEUCHATEL,,,47.000,6.950,485,,,,
6605,2007-01-01,,CHASSERAL,,,47.1333,7.0667,1599,,,,
6606,2007-01-01,,CRESSIER,,,47.050,7.0667,431,,,,
6609,2007-01-01,,MOLESON,,,46.550,7.0167,1972,,,,
6610,2002-04-15,,PAYERNE,,,46.8167,6.950,490,,,,
6612,2002-04-15,,LA CHAUX-DE-FONDS,,,47.0833,6.800,1018,,,,
6616,2002-04-15,,FAHY,,,47.4333,6.950,596,,,,
6617,2007-01-01,,LA BREVINE,,,46.9833,6.6167,1050,,,,
6618,2007-01-01,,MATHOD,,,46.750,6.5833,435,,,,
6619,2007-01-01,,FRETAZ LA,,,46.8333,6.5833,1202,,,,
6620,2007-01-01,,SCHAFFHAUSEN,,,47.6833,8.6167,437,,,,
6621,2007-01-01,,GUETTINGEN,,,47.600,9.2833,440,,,,
6622,2007-01-01,,BARGEN,,,47.7833,8.5833,740,,,,
6623,2007-01-01,,HAIDENHAUS,,,47.650,9.0167,702,,,,
6624,2007-01-01,,HALLAU,,,47.700,8.4667,432,,,,
6625,2007-01-01,,FRIBOURG-POSIEUX,,,46.7667,7.1167,634,,,,
6626,2007-01-01,,GOESGEN,,,47.3667,7.9833,380,,,,
6627,2007-01-01,,CHATEAU-D'OEX,,,46.4833,7.150,985,,,,
6628,2002-04-15,,PLAFFEIEN-OBERSCHROT,,,46.750,7.2667,1042,,,,
6631,2007-01-01,,BERN-LIEBEFELD,,,46.9333,7.4167,565,,,,
6632,2002-04-15,,GRENCHEN,,,47.1833,7.4167,430,,,,
6633,2007-01-01,,BUCHS-AARAU,,,47.3833,8.0833,387,,,,
6634,2007-01-01,,BANTIGER,,,46.9833,7.5333,942,,,,
6635,2007-01-01,,OESCHBERG-KOPPIGEN,,,47.1333,7.6167,483,,,,
6636,2007-01-01,,MUEHLEBERG,,,46.9833,7.2833,483,,,,
6637,2007-01-01,,MEIRINGEN,,,46.7333,8.1667,595,,,,
6638,2007-01-01,,LANGNAU IM EMMENTAL,,,46.9333,7.800,755,,,,
6639,2002-04-15,,NAPF,,,47.000,7.9333,1407,,,,
6640,2007-01-01,,RHEINFELDEN,,,47.550,7.800,300,,,,
6641,2007-01-01,,MOEHLIN,,,47.5833,7.8833,340,,,,
6643,2002-04-15,,WYNAU,,,47.250,7.7833,422,,,,
6644,2007-01-01,,MOSEN,,,47.2333,8.2333,453,,,,
6645,2007-01-01,,RUENENBERG,,,47.4333,7.8833,610,,,,
6646,2007-01-01,,BEZNAU (KKW),,,47.5667,8.2333,327,,,,
6648,2007-01-01,,EGOLZWIL,,,47.1833,8.000,522,,,,
6650,2007-01-01,,LUZERN,,,47.0333,8.300,456,,,,
6651,2007-01-01,,SCHUEPFHEIM,,,46.950,8.0167,745,,,,
6654,2002-04-15,,BRUGG-WILDEGG,,,47.4667,8.1667,350,,,,
6655,2007-01-01,,ENGELBERG,,,46.8167,8.4167,1035,,,,
6656,2007-01-01,,BRIENZ,,,46.750,8.0667,578,,,,
6657,2002-04-15,,GISWIL,,,46.8167,8.1667,489,,,,
6658,2002-04-15,,BUOCHS,,,46.9833,8.3833,442,,,,
6659,2007-01-01,,PILATUS,,,46.9833,8.250,2106,,,,
6660,2002-04-15,,취리히,,,47.3833,8.5667,556,,,,
6662,2002-04-15,,TRASADINGEN,,,47.6667,8.4333,402,,,,
6664,2007-01-01,,RECKENHOLZ,,,47.4333,8.5167,443,,,,
6666,2007-01-01,,LEIBSTADT,,,47.600,8.1833,341,,,,
6669,2002-04-15,,LAEGERN,,,47.4833,8.400,868,,,,
6670,2002-04-15,,취리히,,,47.4833,8.5333,436,,,,
6670,2002-04-15,,취리히,,,47.4833,8.5333,436,,,,
6671,2007-01-01,,STECKBORN,,,47.6667,8.9833,398,,,,
6672,2002-04-15,,ALTDORF,,,46.8667,8.6333,449,,,,
6673,2007-01-01,,WAEDENSWIL,,,47.2167,8.6833,463,,,,
6675,2007-01-01,,EINSIEDELN,,,47.1333,8.750,910,,,,
6679,2007-01-01,,TAENIKON,,,47.4833,8.900,536,,,,
6680,2002-04-15,,SAENTIS,,,47.250,9.350,2490,,,,
6681,2002-04-15,,ST. GALLEN,,,47.4333,9.400,779,,,,
6682,2007-01-01,,ELM,,,46.9333,9.1833,965,,,,
